# 	Void	Sheet	Filament	Knot
	0.0931480767741	0.0931176650214	0.0928197286211	0.0922047334437
	0.127773092452	0.127731184245	0.127321221715	0.126480768857
	0.17653981817	0.176483065408	0.175916196714	0.174756633374
	0.233395011582	0.233318280908	0.232571855486	0.23104140634
	0.299252852755	0.299151718462	0.298199469456	0.296241444365
	0.391509367447	0.391385717906	0.390126953007	0.38755493053
	0.494661102559	0.49450081122	0.492915401892	0.489670164725
	0.606737117802	0.606540511592	0.604596583196	0.600616527722
	0.718824652699	0.718591003296	0.716288941695	0.71157327435
	0.817607612387	0.817342116733	0.814722806965	0.809360245501
