# 	Void	Sheet	Filament	Knot
	0.0933400372942	0.093411711151	0.0926214834015	0.0913758718142
	0.128036843358	0.128148005074	0.12705361013	0.125345103644
	0.176904329729	0.177053573708	0.175543026322	0.173180752033
	0.233876418916	0.234071340788	0.232077362276	0.228956778995
	0.299869708086	0.300114570383	0.29756251147	0.293564208584
	0.392316708615	0.39265160364	0.389302491503	0.384068753602
	0.495681175822	0.49609777657	0.491870167625	0.485257356804
	0.607989143784	0.608499292225	0.603313998197	0.595202653208
	0.720307194216	0.720911132693	0.714768397712	0.705158941507
	0.81929442085	0.819981064262	0.812994221581	0.802063527135
