# Radius(kpc)	ESD_t(h100*M_sun/pc^2)   ESD_x(h100*M_sun/pc^2)    error(h100*M_sun/pc^2)^2	bias(1+K)    variance(e_s)
73.4806861872	36.1120854867	0.985492411983
142.495763514	22.0611960197	0.985492411983
276.331695758	11.1113117665	0.985492411983
535.870009024	5.14015662607	0.985492411983
1039.17382978	3.56199755065	0.985492411983
2015.19441343	2.54913211933	0.985492411983
3907.92031854	1.40811019703	0.985492411983
7578.3463443	1.40168942978	0.985492411983
