# Radius(kpc)	ESD_t(h100*M_sun/pc^2)   ESD_x(h100*M_sun/pc^2)    error(h100*M_sun/pc^2)^2	bias(1+K)    variance(e_s)
73.4806861872	112.416078226	0.985492411983
142.495763514	69.7248839296	0.985492411983
276.331695758	41.6176879217	0.985492411983
535.870009024	19.7464379209	0.985492411983
1039.17382978	11.6728078581	0.985492411983
2015.19441343	5.75388993844	0.985492411983
3907.92031854	3.23730283009	0.985492411983
7578.3463443	1.7094765392	0.985492411983
