# Radius(kpc)	ESD_t(h100*M_sun/pc^2)   ESD_x(h100*M_sun/pc^2)    error(h100*M_sun/pc^2)^2	bias(1+K)    variance(e_s)
73.4806861872	52.7809340276	0.985492411983
142.495763514	30.1547788476	0.985492411983
276.331695758	14.8577548113	0.985492411983
535.870009024	8.01451745987	0.985492411983
1039.17382978	5.7978147282	0.985492411983
2015.19441343	3.29234724746	0.985492411983
3907.92031854	2.17661216161	0.985492411983
7578.3463443	1.31048221982	0.985492411983
