10.000000321717783	14.3690875766	18.738174831444226
18.738174831444226	26.9250466516	35.111918471764128
35.111918471764128	50.4526215271	65.793324582445010
65.793324582445010	94.5390012465	123.28467791049380
123.28467791049380	177.148827675	231.01297744041386
231.01297744041386	331.944559738	432.87614203470099
432.87614203470099	622.00349946	811.13085688520857
811.13085688520857	1165.52099437	1519.9111318511757
1519.9111318511757	2183.97354596	2848.0359600621805
2848.0359600621805	4092.36768148	5336.6994028974123
5336.6994028974123	7668.34986231	10000.000321717784
