# AngSepBCG_min[m] 	AngSepBCG_min[n] 	Radius[i](kpc/h100) 	Radius[j](kpc/h100) 	covariance(h100*M_sun/pc^2)^2 	correlation 	bias(1+K[m,i])(1+K[n,j])
0.05 	0.2 	1145.45095242 	168.129206906 	0.00284318282516 	0.000159234778481 	0.855141098659
0.05 	0.2 	1145.45095242 	246.779926762 	0.0457534901131 	0.0035168595112 	0.855396184702
0.05 	0.2 	1145.45095242 	362.223395765 	0.0573710542084 	0.00615238875001 	0.85524690182
0.05 	0.2 	1145.45095242 	531.67123502 	0.139825382768 	0.019595975541 	0.855090174853
0.05 	0.2 	1145.45095242 	780.386649378 	1.25106706747 	0.22827252947 	0.855089879734
0.05 	0.2 	1145.45095242 	1145.45095242 	2.28642925597 	0.553097872449 	0.854923322821
0.05 	0.2 	1145.45095242 	1681.29206906 	0.574257260028 	0.181690817384 	0.854648481097
0.05 	0.2 	1681.29206906 	24.6779926762 	0.0469819110123 	0.000572374685509 	0.857820314946
0.05 	0.2 	1681.29206906 	36.2223395765 	0.0177697433347 	0.000323877158683 	0.852399006207
0.05 	0.2 	1681.29206906 	53.167123502 	0.0314508662056 	0.000844723552645 	0.855936126359
0.05 	0.2 	1681.29206906 	78.0386649378 	0.051144953123 	0.00199283760609 	0.85573227719
0.05 	0.2 	1681.29206906 	114.545095242 	0.0163242039069 	0.000906516632988 	0.855008193043
0.05 	0.2 	1681.29206906 	168.129206906 	-0.00795102694662 	-0.000617403999643 	0.854976214272
0.05 	0.2 	1681.29206906 	246.779926762 	-0.00943859183698 	-0.00100589134157 	0.85523125113
0.05 	0.2 	1681.29206906 	362.223395765 	0.029630133245 	0.00440552444988 	0.855081997033
0.05 	0.2 	1681.29206906 	531.67123502 	0.0506130724426 	0.00983459875803 	0.854925300285
0.05 	0.2 	1681.29206906 	780.386649378 	0.0371840177576 	0.00940681158109 	0.854925005223
0.05 	0.2 	1681.29206906 	1145.45095242 	0.513801743638 	0.172326816625 	0.854758480424
0.05 	0.2 	1681.29206906 	1681.29206906 	1.45220841532 	0.637042644525 	0.854483691694
0.05 	0.35 	24.6779926762 	24.6779926762 	-0.0418058828049 	-1.35579208478e-05 	0.852648561845
0.05 	0.35 	24.6779926762 	36.2223395765 	-1.98596949057 	-0.000967287728167 	0.852576583348
0.05 	0.35 	24.6779926762 	53.167123502 	-2.48470040007 	-0.00180359361079 	0.855873509706
0.05 	0.35 	24.6779926762 	78.0386649378 	0.18060874583 	0.000192019877661 	0.855221587009
0.05 	0.35 	24.6779926762 	114.545095242 	0.793881645086 	0.00122611488418 	0.855569892877
0.05 	0.35 	24.6779926762 	168.129206906 	0.953317913022 	0.00207810317673 	0.8544030722
0.05 	0.35 	24.6779926762 	246.779926762 	0.146261119848 	0.000433663972996 	0.854544032938
0.05 	0.35 	24.6779926762 	362.223395765 	-0.457208055845 	-0.0017310521708 	0.854132960772
0.05 	0.35 	24.6779926762 	531.67123502 	0.317730294904 	0.00154713634376 	0.854020494111
0.05 	0.35 	24.6779926762 	780.386649378 	0.4071437517 	0.00246985414048 	0.853927595234
0.05 	0.35 	24.6779926762 	1145.45095242 	-0.0509077063452 	-0.000389969977356 	0.853752345556
0.05 	0.35 	24.6779926762 	1681.29206906 	0.0488668610628 	0.000480275163797 	0.853486344288
0.05 	0.35 	36.2223395765 	24.6779926762 	-0.162368610327 	-7.69660447835e-05 	0.852553849503
0.05 	0.35 	36.2223395765 	36.2223395765 	0.843542879696 	0.000600525798824 	0.852481879001
0.05 	0.35 	36.2223395765 	53.167123502 	-1.75544804204 	-0.00186249037898 	0.855778439136
0.05 	0.35 	36.2223395765 	78.0386649378 	0.510988581697 	0.000794072228721 	0.855126588855
0.05 	0.35 	36.2223395765 	114.545095242 	0.488791935474 	0.00110341995943 	0.855474856033
0.05 	0.35 	36.2223395765 	168.129206906 	0.323513030825 	0.00103077180607 	0.854308164966
0.05 	0.35 	36.2223395765 	246.779926762 	0.83763902645 	0.00363013480974 	0.854449110047
0.05 	0.35 	36.2223395765 	362.223395765 	0.0906394036348 	0.000501596759932 	0.854038083543
0.05 	0.35 	36.2223395765 	531.67123502 	0.202935826266 	0.00144434215397 	0.853925629375
0.05 	0.35 	36.2223395765 	780.386649378 	-0.0785964983305 	-0.000696896253537 	0.853832740817
0.05 	0.35 	36.2223395765 	1145.45095242 	0.023127387431 	0.000258949823195 	0.853657510605
0.05 	0.35 	36.2223395765 	1681.29206906 	-0.106546401148 	-0.00153057942371 	0.853391538885
0.05 	0.35 	53.167123502 	24.6779926762 	-1.02582359169 	-0.00070810025388 	0.851829751989
0.05 	0.35 	53.167123502 	36.2223395765 	0.209827870255 	0.000217526739489 	0.851757842614
0.05 	0.35 	53.167123502 	53.167123502 	-1.16825474936 	-0.00180496417134 	0.855051602889
0.05 	0.35 	53.167123502 	78.0386649378 	-0.293220612603 	-0.000663541790929 	0.854400306243
0.05 	0.35 	53.167123502 	114.545095242 	0.40416399408 	0.00132861574959 	0.854748277627
0.05 	0.35 	53.167123502 	168.129206906 	0.539568374507 	0.00250346896185 	0.853582577464
0.05 	0.35 	53.167123502 	246.779926762 	-0.460425771216 	-0.00290569781131 	0.853723402836
0.05 	0.35 	53.167123502 	362.223395765 	-0.121725119293 	-0.000980940947975 	0.853312725428
0.05 	0.35 	53.167123502 	531.67123502 	0.0613827438349 	0.000636183838447 	0.85320036677
0.05 	0.35 	53.167123502 	780.386649378 	0.214052767687 	0.00276382634224 	0.853107557105
0.05 	0.35 	53.167123502 	1145.45095242 	0.0419476847089 	0.000683946308891 	0.852932475722
0.05 	0.35 	53.167123502 	1681.29206906 	-0.0647107652115 	-0.00135368804357 	0.852666729898
0.05 	0.35 	78.0386649378 	24.6779926762 	-0.0402806162599 	-4.00842515052e-05 	0.852378331528
0.05 	0.35 	78.0386649378 	36.2223395765 	0.602934446043 	0.000901104541434 	0.852306375843
0.05 	0.35 	78.0386649378 	53.167123502 	-0.191489113708 	-0.000426511478924 	0.855602257305
0.05 	0.35 	78.0386649378 	78.0386649378 	0.0569492954028 	0.000185788036014 	0.854950541222
0.05 	0.35 	78.0386649378 	114.545095242 	0.526973961495 	0.00249739096924 	0.855298736701
0.05 	0.35 	78.0386649378 	168.129206906 	0.773482847748 	0.00517370922834 	0.854132285825
0.05 	0.35 	78.0386649378 	246.779926762 	-0.505313296134 	-0.00459734560026 	0.854273201889
0.05 	0.35 	78.0386649378 	362.223395765 	-0.391732013624 	-0.00455100512679 	0.853862260004
0.05 	0.35 	78.0386649378 	531.67123502 	0.048707582011 	0.000727760549463 	0.853749828987
0.05 	0.35 	78.0386649378 	780.386649378 	0.257866129324 	0.00479998422714 	0.853656959553
0.05 	0.35 	78.0386649378 	1145.45095242 	0.101946389547 	0.00239630155457 	0.853481765416
0.05 	0.35 	78.0386649378 	1681.29206906 	0.00853986959775 	0.000257542496626 	0.853215848452
0.05 	0.35 	114.545095242 	24.6779926762 	0.741631847971 	0.00106558283614 	0.852886836394
0.05 	0.35 	114.545095242 	36.2223395765 	0.356804485994 	0.000769939430034 	0.852814837782
0.05 	0.35 	114.545095242 	53.167123502 	0.202153733224 	0.000650114082778 	0.856112685473
0.05 	0.35 	114.545095242 	78.0386649378 	0.566473805554 	0.00266827381191 	0.855460580596
0.05 	0.35 	114.545095242 	114.545095242 	0.521762016568 	0.00357018740162 	0.855808983798
0.05 	0.35 	114.545095242 	168.129206906 	0.31000472295 	0.00299392428272 	0.854641837051
0.05 	0.35 	114.545095242 	246.779926762 	-1.13134754379 	-0.0148615339498 	0.85478283718
0.05 	0.35 	114.545095242 	362.223395765 	-0.846003775421 	-0.0141909586239 	0.85437165014
0.05 	0.35 	114.545095242 	531.67123502 	-0.00618928285829 	-0.000133522188791 	0.85425915205
0.05 	0.35 	114.545095242 	780.386649378 	0.29651233551 	0.0079691031338 	0.854166227212
0.05 	0.35 	114.545095242 	1145.45095242 	0.157362669894 	0.00534063020961 	0.853990928559
0.05 	0.35 	114.545095242 	1681.29206906 	-0.0107261427374 	-0.000467048957661 	0.853724852957
0.05 	0.35 	168.129206906 	24.6779926762 	0.176033131397 	0.000354020196469 	0.852382695538
0.05 	0.35 	168.129206906 	36.2223395765 	0.563477172311 	0.00170191302082 	0.852310739485
0.05 	0.35 	168.129206906 	53.167123502 	0.302139019168 	0.00136003286162 	0.85560663782
0.05 	0.35 	168.129206906 	78.0386649378 	0.142514983749 	0.000939606187993 	0.854954918401
0.05 	0.35 	168.129206906 	114.545095242 	0.157608042262 	0.00150949509724 	0.855303115663
0.05 	0.35 	168.129206906 	168.129206906 	-0.498264341191 	-0.00673545732796 	0.854136658815
0.05 	0.35 	168.129206906 	246.779926762 	-1.44609729907 	-0.0265888708035 	0.8542775756
0.05 	0.35 	168.129206906 	362.223395765 	-1.52267459049 	-0.0357504335063 	0.853866631611
0.05 	0.35 	168.129206906 	531.67123502 	-0.0514218104429 	-0.00155272753409 	0.853754200019
0.05 	0.35 	168.129206906 	780.386649378 	0.399010729375 	0.0150101846551 	0.853661330109
0.05 	0.35 	168.129206906 	1145.45095242 	0.0972807378323 	0.00462117513282 	0.853486135075
0.05 	0.35 	168.129206906 	1681.29206906 	0.036584872972 	0.00222974483092 	0.85322021675
0.05 	0.35 	246.779926762 	24.6779926762 	0.0580241707398 	0.00015075339931 	0.852373901538
0.05 	0.35 	246.779926762 	36.2223395765 	-0.49394582555 	-0.00192736914015 	0.852301946227
0.05 	0.35 	246.779926762 	53.167123502 	-0.27875263097 	-0.00162101155013 	0.855597810559
0.05 	0.35 	246.779926762 	78.0386649378 	-0.497238583814 	-0.00423520765239 	0.854946097864
0.05 	0.35 	246.779926762 	114.545095242 	-1.09812719166 	-0.013587217425 	0.855294291533
0.05 	0.35 	246.779926762 	168.129206906 	-1.36638606639 	-0.0238619127469 	0.854127846719
0.05 	0.35 	246.779926762 	246.779926762 	-2.1714309593 	-0.0515790039883 	0.85426876205
0.05 	0.35 	246.779926762 	362.223395765 	-2.51098273658 	-0.07616272706 	0.853857822302
0.05 	0.35 	246.779926762 	531.67123502 	-0.40770024214 	-0.0159042578351 	0.853745391869
0.05 	0.35 	246.779926762 	780.386649378 	0.721175719606 	0.0350483118715 	0.853652522917
0.05 	0.35 	246.779926762 	1145.45095242 	0.0658591016363 	0.0040417171884 	0.853477329691
0.05 	0.35 	246.779926762 	1681.29206906 	0.0261783874539 	0.00206120436135 	0.853211414109
0.05 	0.35 	362.223395765 	24.6779926762 	-0.204333209494 	-0.000676843359899 	0.852480072539
0.05 	0.35 	362.223395765 	36.2223395765 	-0.148956594979 	-0.000741030976114 	0.852408108266
0.05 	0.35 	362.223395765 	53.167123502 	-0.229980015222 	-0.00170509380821 	0.855704383128
0.05 	0.35 	362.223395765 	78.0386649378 	-0.228214211115 	-0.00247824145486 	0.855052589256
0.05 	0.35 	362.223395765 	114.545095242 	-0.563903604911 	-0.00889557027955 	0.855400826296
0.05 	0.35 	362.223395765 	168.129206906 	-1.52978523685 	-0.034060681938 	0.854234236191
0.05 	0.35 	362.223395765 	246.779926762 	-2.51808722029 	-0.0762585844828 	0.854375169074
0.05 	0.35 	362.223395765 	362.223395765 	-2.50116725917 	-0.0967236192432 	0.853964178139
0.05 	0.35 	362.223395765 	531.67123502 	-0.713759930823 	-0.0354989613925 	0.853851733702
0.05 	0.35 	362.223395765 	780.386649378 	1.10029864215 	0.068175389818 	0.853758853183
0.05 	0.35 	362.223395765 	1145.45095242 	0.179231421683 	0.014023464304 	0.853583638135
0.05 	0.35 	362.223395765 	1681.29206906 	0.0332099426182 	0.00333378302915 	0.853317689431
0.05 	0.35 	531.67123502 	24.6779926762 	-0.473201787178 	-0.00203268750844 	0.852433043097
0.05 	0.35 	531.67123502 	36.2223395765 	-0.111581236927 	-0.000719851350528 	0.852361082793
0.05 	0.35 	531.67123502 	53.167123502 	0.118393692535 	0.00113831319677 	0.855657175807
0.05 	0.35 	531.67123502 	78.0386649378 	-0.157854548362 	-0.00222296721964 	0.855005417893
0.05 	0.35 	531.67123502 	114.545095242 	-0.0134356060911 	-0.000274853462766 	0.855353635721
0.05 	0.35 	531.67123502 	168.129206906 	-0.0609720263928 	-0.0017604695932 	0.854187109975
0.05 	0.35 	531.67123502 	246.779926762 	-0.298618196622 	-0.0117276032482 	0.854328035083
0.05 	0.35 	531.67123502 	362.223395765 	-0.598281271734 	-0.0300033838277 	0.853917066822
0.05 	0.35 	531.67123502 	531.67123502 	-0.511810741333 	-0.0330101809718 	0.853804628588
0.05 	0.35 	531.67123502 	780.386649378 	1.10558581463 	0.0888350879519 	0.853711753192
0.05 	0.35 	531.67123502 	1145.45095242 	0.696243905401 	0.0706443764745 	0.853536547811
0.05 	0.35 	531.67123502 	1681.29206906 	0.0321936777004 	0.00419097262583 	0.853270613778
0.05 	0.35 	780.386649378 	24.6779926762 	0.119800768941 	0.000674767896641 	0.852308914412
0.05 	0.35 	780.386649378 	36.2223395765 	-0.029361860571 	-0.000248373803916 	0.852236964587
0.05 	0.35 	780.386649378 	53.167123502 	0.0843354344416 	0.00106319727734 	0.855532577634
0.05 	0.35 	780.386649378 	78.0386649378 	0.253979566039 	0.00468970256891 	0.854880914627
0.05 	0.35 	780.386649378 	114.545095242 	0.312835449563 	0.00839132370267 	0.855229081749
0.05 	0.35 	780.386649378 	168.129206906 	0.499592801411 	0.0189140544861 	0.854062725868
0.05 	0.35 	780.386649378 	246.779926762 	0.830877764181 	0.0427859025487 	0.854203630455
0.05 	0.35 	780.386649378 	362.223395765 	1.2048326184 	0.079224974988 	0.853792722038
0.05 	0.35 	780.386649378 	531.67123502 	1.11602085745 	0.0943803067932 	0.853680300177
0.05 	0.35 	780.386649378 	780.386649378 	0.876260393572 	0.0923200063137 	0.853587438306
0.05 	0.35 	780.386649378 	1145.45095242 	1.37716095393 	0.18321939928 	0.853412258437
0.05 	0.35 	780.386649378 	1681.29206906 	0.173287726912 	0.0295789396677 	0.853146363129
0.05 	0.35 	1145.45095242 	24.6779926762 	0.0292162239979 	0.000219350738427 	0.852054398996
0.05 	0.35 	1145.45095242 	36.2223395765 	-0.0264595237909 	-0.000298348905581 	0.851982470657
0.05 	0.35 	1145.45095242 	53.167123502 	0.00847653804765 	0.000142443453275 	0.855277099572
0.05 	0.35 	1145.45095242 	78.0386649378 	0.0240801829612 	0.000592688518224 	0.854625631163
0.05 	0.35 	1145.45095242 	114.545095242 	-0.0463486479933 	-0.00165718805212 	0.854973694316
0.05 	0.35 	1145.45095242 	168.129206906 	-0.0354403541094 	-0.00178849086012 	0.853807686731
0.05 	0.35 	1145.45095242 	246.779926762 	0.0249345649163 	0.00171153413204 	0.853948549242
0.05 	0.35 	1145.45095242 	362.223395765 	0.219102779801 	0.0192045214855 	0.853537763529
0.05 	0.35 	1145.45095242 	531.67123502 	0.710778553211 	0.0801241798842 	0.85342537524
0.05 	0.35 	1145.45095242 	780.386649378 	1.29965074645 	0.182519601768 	0.853332541098
0.05 	0.35 	1145.45095242 	1145.45095242 	1.17095527953 	0.207657332959 	0.853157413542
0.05 	0.35 	1145.45095242 	1681.29206906 	0.77626308816 	0.17662165138 	0.852891597635
0.05 	0.35 	1681.29206906 	24.6779926762 	0.0155279469477 	0.000161637500486 	0.851890109772
0.05 	0.35 	1681.29206906 	36.2223395765 	0.0500364899487 	0.000782244168213 	0.851818195302
0.05 	0.35 	1681.29206906 	53.167123502 	-0.00561985388388 	-0.000130936905971 	0.855112188961
0.05 	0.35 	1681.29206906 	78.0386649378 	-0.0322059382175 	-0.00109904572003 	0.854460846166
0.05 	0.35 	1681.29206906 	114.545095242 	0.00876224146891 	0.000434373190568 	0.854808842207
0.05 	0.35 	1681.29206906 	168.129206906 	0.00149820255396 	0.000104826787766 	0.853643059446
0.05 	0.35 	1681.29206906 	246.779926762 	0.0403387470784 	0.00383901003147 	0.853783894796
0.05 	0.35 	1681.29206906 	362.223395765 	0.0639429947044 	0.00777072692071 	0.85337318829
0.05 	0.35 	1681.29206906 	531.67123502 	0.0995223944922 	0.0155547548559 	0.85326082167
0.05 	0.35 	1681.29206906 	780.386649378 	0.183117722391 	0.0356554812156 	0.853168005429
0.05 	0.35 	1681.29206906 	1145.45095242 	0.72880926187 	0.179198313546 	0.85299291164
0.05 	0.35 	1681.29206906 	1681.29206906 	1.03042587228 	0.325060973883 	0.852727146986
0.2 	0.05 	24.6779926762 	24.6779926762 	-0.676606293313 	-0.000256810857446 	0.858584046781
0.2 	0.05 	24.6779926762 	36.2223395765 	-0.901655922932 	-0.000500218313763 	0.858488675124
0.2 	0.05 	24.6779926762 	53.167123502 	-2.10475001504 	-0.0017003731606 	0.857759536999
0.2 	0.05 	24.6779926762 	78.0386649378 	0.147809137181 	0.00017214745499 	0.858311935328
0.2 	0.05 	24.6779926762 	114.545095242 	-2.10069721727 	-0.00353251453656 	0.858823980014
0.2 	0.05 	24.6779926762 	168.129206906 	-2.13335178957 	-0.00502131831339 	0.858316329716
0.2 	0.05 	24.6779926762 	246.779926762 	0.321328998031 	0.000977079144993 	0.858307474499
0.2 	0.05 	24.6779926762 	362.223395765 	-0.112150325963 	-0.000434781852671 	0.858414384582
0.2 	0.05 	24.6779926762 	531.67123502 	-0.0321181269402 	-0.000161471583714 	0.858367027756
0.2 	0.05 	24.6779926762 	780.386649378 	-0.0207437047269 	-0.000136742268654 	0.858242034983
0.2 	0.05 	24.6779926762 	1145.45095242 	0.0801220674869 	0.000704026189663 	0.857985747826
0.2 	0.05 	24.6779926762 	1681.29206906 	0.0469819110123 	0.000572374685509 	0.857820314946
0.2 	0.05 	36.2223395765 	24.6779926762 	-1.73091959479 	-0.000982887174343 	0.853157911359
0.2 	0.05 	36.2223395765 	36.2223395765 	-1.13959545437 	-0.000945842625212 	0.853063142438
0.2 	0.05 	36.2223395765 	53.167123502 	0.390027854075 	0.000471399121942 	0.852338612368
0.2 	0.05 	36.2223395765 	78.0386649378 	1.30856781326 	0.00228005321981 	0.852887519613
0.2 	0.05 	36.2223395765 	114.545095242 	-0.620284299371 	-0.0015604890003 	0.853396328246
0.2 	0.05 	36.2223395765 	168.129206906 	-1.08184006357 	-0.00380949811499 	0.85289188623
0.2 	0.05 	36.2223395765 	246.779926762 	-0.363009084491 	-0.00165137894568 	0.852883086977
0.2 	0.05 	36.2223395765 	362.223395765 	-0.0510334369452 	-0.000295988686923 	0.852989321402
0.2 	0.05 	36.2223395765 	531.67123502 	-0.119979085856 	-0.000902403703505 	0.852942263865
0.2 	0.05 	36.2223395765 	780.386649378 	0.0272579817544 	0.0002688187648 	0.852818061029
0.2 	0.05 	36.2223395765 	1145.45095242 	-0.0251576255839 	-0.000330716408357 	0.852563393572
0.2 	0.05 	36.2223395765 	1681.29206906 	0.0177697433347 	0.000323877158683 	0.852399006207
0.2 	0.05 	53.167123502 	24.6779926762 	-0.0362670196093 	-3.03473984862e-05 	0.856698180668
0.2 	0.05 	53.167123502 	36.2223395765 	-1.13430021846 	-0.00138732756696 	0.856603018494
0.2 	0.05 	53.167123502 	53.167123502 	-1.77513484821 	-0.00316160290634 	0.855875481909
0.2 	0.05 	53.167123502 	78.0386649378 	-2.38913706415 	-0.00613440779158 	0.856426666904
0.2 	0.05 	53.167123502 	114.545095242 	-1.3587524715 	-0.00503724526048 	0.856937586892
0.2 	0.05 	53.167123502 	168.129206906 	-1.58729339159 	-0.00823653858363 	0.85643105164
0.2 	0.05 	53.167123502 	246.779926762 	0.359019728756 	0.00240674673142 	0.856422215874
0.2 	0.05 	53.167123502 	362.223395765 	-0.0235141656836 	-0.000200970676723 	0.85652889113
0.2 	0.05 	53.167123502 	531.67123502 	0.142159810574 	0.00157563269154 	0.856481638323
0.2 	0.05 	53.167123502 	780.386649378 	-0.00918094223911 	-0.000133424617482 	0.856356920094
0.2 	0.05 	53.167123502 	1145.45095242 	0.0207733350199 	0.000402415912333 	0.856101195867
0.2 	0.05 	53.167123502 	1681.29206906 	0.0314508662056 	0.000844723552645 	0.855936126359
0.2 	0.05 	78.0386649378 	24.6779926762 	2.70603768949 	0.00328496369524 	0.856494150009
0.2 	0.05 	78.0386649378 	36.2223395765 	-0.342012262663 	-0.000606847840559 	0.856399010498
0.2 	0.05 	78.0386649378 	53.167123502 	-1.31411632165 	-0.00339544667633 	0.855671647183
0.2 	0.05 	78.0386649378 	78.0386649378 	-1.30404734247 	-0.00485749171172 	0.856222700908
0.2 	0.05 	78.0386649378 	114.545095242 	-2.28276599876 	-0.0122772550458 	0.856733499216
0.2 	0.05 	78.0386649378 	168.129206906 	-2.54015208768 	-0.0191220470299 	0.8562270846
0.2 	0.05 	78.0386649378 	246.779926762 	0.718028847142 	0.00698298487892 	0.856218250938
0.2 	0.05 	78.0386649378 	362.223395765 	0.160974388706 	0.00199593796178 	0.856324900788
0.2 	0.05 	78.0386649378 	531.67123502 	0.443175700713 	0.00712592455225 	0.856277659235
0.2 	0.05 	78.0386649378 	780.386649378 	0.0281592176429 	0.000593685481743 	0.856152970709
0.2 	0.05 	78.0386649378 	1145.45095242 	0.0124865937117 	0.000350913465651 	0.855897307385
0.2 	0.05 	78.0386649378 	1681.29206906 	0.051144953123 	0.00199283760609 	0.85573227719
0.2 	0.05 	114.545095242 	24.6779926762 	0.250083757115 	0.000432670075471 	0.855769421198
0.2 	0.05 	114.545095242 	36.2223395765 	0.0863115464662 	0.000218263779952 	0.85567436219
0.2 	0.05 	114.545095242 	53.167123502 	-0.905995891627 	-0.00333629138791 	0.854947614339
0.2 	0.05 	114.545095242 	78.0386649378 	-2.60336688221 	-0.0138206582032 	0.855498201785
0.2 	0.05 	114.545095242 	114.545095242 	-4.39459207122 	-0.033684731619 	0.856008567877
0.2 	0.05 	114.545095242 	168.129206906 	-2.99121723019 	-0.032092034962 	0.855502581768
0.2 	0.05 	114.545095242 	246.779926762 	-0.193714195924 	-0.00268494440929 	0.855493755581
0.2 	0.05 	114.545095242 	362.223395765 	0.194944509855 	0.00344489432087 	0.855600315188
0.2 	0.05 	114.545095242 	531.67123502 	0.758699681587 	0.0173864062279 	0.855553113609
0.2 	0.05 	114.545095242 	780.386649378 	0.0290765512669 	0.000873681981827 	0.855428530589
0.2 	0.05 	114.545095242 	1145.45095242 	0.00982404037591 	0.00039347834186 	0.855173083597
0.2 	0.05 	114.545095242 	1681.29206906 	0.0163242039069 	0.000906516632988 	0.855008193043
0.2 	0.05 	168.129206906 	24.6779926762 	0.322790402484 	0.000780898223056 	0.855737413956
0.2 	0.05 	168.129206906 	36.2223395765 	-0.709353918381 	-0.00250829257951 	0.855642358503
0.2 	0.05 	168.129206906 	53.167123502 	-1.16002720861 	-0.00597321805365 	0.854915637834
0.2 	0.05 	168.129206906 	78.0386649378 	-1.78589934427 	-0.0132572295374 	0.855466204687
0.2 	0.05 	168.129206906 	114.545095242 	-3.15344238914 	-0.0337988459757 	0.855976551691
0.2 	0.05 	168.129206906 	168.129206906 	-3.13095499049 	-0.0469708667673 	0.855470584506
0.2 	0.05 	168.129206906 	246.779926762 	-1.45777583398 	-0.0282531609608 	0.855461758649
0.2 	0.05 	168.129206906 	362.223395765 	1.20232201917 	0.029709007452 	0.855568314271
0.2 	0.05 	168.129206906 	531.67123502 	1.51821958172 	0.0486493404148 	0.855521114457
0.2 	0.05 	168.129206906 	780.386649378 	0.0176451786034 	0.000741376799018 	0.855396536097
0.2 	0.05 	168.129206906 	1145.45095242 	0.00284318282516 	0.000159234778481 	0.855141098659
0.2 	0.05 	168.129206906 	1681.29206906 	-0.00795102694662 	-0.000617403999643 	0.854976214272
0.2 	0.05 	246.779926762 	24.6779926762 	-0.202445098413 	-0.000672169400688 	0.855992677878
0.2 	0.05 	246.779926762 	36.2223395765 	0.92744346362 	0.0045009098749 	0.85589759407
0.2 	0.05 	246.779926762 	53.167123502 	0.320723077543 	0.00226656435528 	0.855170656622
0.2 	0.05 	246.779926762 	78.0386649378 	0.832013958165 	0.00847664628012 	0.855721387708
0.2 	0.05 	246.779926762 	114.545095242 	-0.024420177663 	-0.000359222425413 	0.856231886947
0.2 	0.05 	246.779926762 	168.129206906 	-1.27213658085 	-0.0261928732847 	0.855725768834
0.2 	0.05 	246.779926762 	246.779926762 	-1.32735216232 	-0.0353069424438 	0.855716940344
0.2 	0.05 	246.779926762 	362.223395765 	2.14159239465 	0.0726276193251 	0.855823527751
0.2 	0.05 	246.779926762 	531.67123502 	2.62515356181 	0.11545021122 	0.855776313857
0.2 	0.05 	246.779926762 	780.386649378 	0.24706534766 	0.0142469670676 	0.855651698336
0.2 	0.05 	246.779926762 	1145.45095242 	0.0457534901131 	0.0035168595112 	0.855396184702
0.2 	0.05 	246.779926762 	1681.29206906 	-0.00943859183698 	-0.00100589134157 	0.85523125113
0.2 	0.05 	362.223395765 	24.6779926762 	-0.327667528724 	-0.0015178366144 	0.855843290897
0.2 	0.05 	362.223395765 	36.2223395765 	0.441353211218 	0.00298826638981 	0.855748223683
0.2 	0.05 	362.223395765 	53.167123502 	0.197951036078 	0.00195171217161 	0.8550214131
0.2 	0.05 	362.223395765 	78.0386649378 	0.208236871032 	0.00295986038084 	0.855572048073
0.2 	0.05 	362.223395765 	114.545095242 	0.387717729033 	0.00795701962543 	0.85608245822
0.2 	0.05 	362.223395765 	168.129206906 	1.07862245974 	0.0309841086797 	0.855576428434
0.2 	0.05 	362.223395765 	246.779926762 	1.94799429476 	0.0722905911003 	0.855567601484
0.2 	0.05 	362.223395765 	362.223395765 	2.51453198779 	0.118971326731 	0.85567417029
0.2 	0.05 	362.223395765 	531.67123502 	3.74061422493 	0.229510779028 	0.855626964636
0.2 	0.05 	362.223395765 	780.386649378 	1.07545880515 	0.0865215936204 	0.855502370862
0.2 	0.05 	362.223395765 	1145.45095242 	0.0573710542084 	0.00615238875001 	0.85524690182
0.2 	0.05 	362.223395765 	1681.29206906 	0.029630133245 	0.00440552444988 	0.855081997033
0.2 	0.05 	531.67123502 	24.6779926762 	0.442216938584 	0.00267705273074 	0.855686454639
0.2 	0.05 	531.67123502 	36.2223395765 	0.12966077037 	0.00114728561866 	0.855591404847
0.2 	0.05 	531.67123502 	53.167123502 	0.0449172692539 	0.000578763680187 	0.854864727454
0.2 	0.05 	531.67123502 	78.0386649378 	0.465358297591 	0.00864432309213 	0.855415261522
0.2 	0.05 	531.67123502 	114.545095242 	0.893516552586 	0.0239644410533 	0.855925578134
0.2 	0.05 	531.67123502 	168.129206906 	1.47506625403 	0.0553746517977 	0.85541964108
0.2 	0.05 	531.67123502 	246.779926762 	2.28389003227 	0.110764149491 	0.855410815748
0.2 	0.05 	531.67123502 	362.223395765 	3.35318370189 	0.207334903689 	0.855517365025
0.2 	0.05 	531.67123502 	531.67123502 	3.54203390197 	0.28401600375 	0.855470168021
0.2 	0.05 	531.67123502 	780.386649378 	2.65337501803 	0.278971154004 	0.85534559708
0.2 	0.05 	531.67123502 	1145.45095242 	0.139825382768 	0.019595975541 	0.855090174853
0.2 	0.05 	531.67123502 	1681.29206906 	0.0506130724426 	0.00983459875803 	0.854925300285
0.2 	0.05 	780.386649378 	24.6779926762 	-0.0442715037834 	-0.000348929761321 	0.855686159314
0.2 	0.05 	780.386649378 	36.2223395765 	-0.0488109708596 	-0.000562305828761 	0.855591109555
0.2 	0.05 	780.386649378 	53.167123502 	0.063765686003 	0.00106971268949 	0.854864432413
0.2 	0.05 	780.386649378 	78.0386649378 	0.0428552777417 	0.00103643013077 	0.85541496629
0.2 	0.05 	780.386649378 	114.545095242 	-0.10553755817 	-0.00368522433751 	0.855925282726
0.2 	0.05 	780.386649378 	168.129206906 	0.000443289929885 	2.16660396602e-05 	0.855419345847
0.2 	0.05 	780.386649378 	246.779926762 	0.137640828264 	0.00869087478213 	0.855410520518
